500	^5[0-4]_.*	7000	1500	1500	success	14	3	3
1000	^5[5-9]_.*	7000	1500	1500	success	8	2	2
900	^5[5-9]_.*	7000	1500	1500	success	8	2	2
800	^5[5-9]_.*	7000	1500	1500	success	9	2	2
700	^5[5-9]_.*	7000	1500	1500	success	10	3	3
600	^5[5-9]_.*	7000	1500	1500	success	12	3	3
500	^5[5-9]_.*	7000	1500	1500	success	14	3	3
1000	^6[0-4]_.*	7000	1500	1500	success	7	2	2
900	^6[0-4]_.*	7000	1500	1500	success	8	2	2
800	^6[0-4]_.*	7000	1500	1500	success	9	2	2
700	^6[0-4]_.*	7000	1500	1500	success	10	3	3
600	^6[0-4]_.*	7000	1500	1500	success	12	3	3
500	^6[0-4]_.*	7000	1500	1500	success	14	3	3
1000	^6[5-9]_.*	7000	1500	1500	success	8	2	2
900	^6[5-9]_.*	7000	1500	1500	success	8	2	2
800	^6[5-9]_.*	7000	1500	1500	success	9	2	2
700	^6[5-9]_.*	7000	1500	1500	success	10	3	3
600	^6[5-9]_.*	7000	1500	1500	success	12	3	3
500	^6[5-9]_.*	7000	1500	1500	success	14	3	3
1000	^7[0-4]_.*	7000	1500	1500	success	8	2	2
900	^7[0-4]_.*	7000	1500	1500	success	8	2	2
800	^7[0-4]_.*	7000	1500	1500	success	9	2	2
700	^7[0-4]_.*	7000	1500	1500	success	10	3	3
600	^7[0-4]_.*	7000	1500	1500	success	12	3	3
500	^7[0-4]_.*	7000	1500	1500	success	14	3	3
1000	^7[5-9]_.*	7000	1500	1500	success	7	2	3
900	^7[5-9]_.*	7000	1500	1500	success	8	3	2
800	^7[5-9]_.*	7000	1500	1500	success	9	3	2
700	^7[5-9]_.*	7000	1500	0	failure	11	3	0
600	^7[5-9]_.*	7000	600	0	failure	13	1	0
500	^7[5-9]_.*	6776	0	0	failure	14	0	0
1000	^8[0-4]_.*	7000	1500	1500	success	8	2	2
900	^8[0-4]_.*	7000	1500	1500	success	8	2	2
800	^8[0-4]_.*	7000	1500	1500	success	9	2	2
700	^8[0-4]_.*	7000	1500	1500	success	10	3	3
600	^8[0-4]_.*	7000	1500	1200	failure	12	3	2
500	^8[0-4]_.*	7000	1500	0	failure	14	3	0
1000	^8[5-9]_.*	7000	1500	1500	success	8	2	2
900	^8[5-9]_.*	7000	1500	1500	success	9	2	2
800	^8[5-9]_.*	7000	1500	1500	success	9	2	2
700	^8[5-9]_.*	7000	1500	700	failure	11	3	1
600	^8[5-9]_.*	7000	1500	1200	failure	12	3	2
500	^8[5-9]_.*	7000	500	0	failure	14	1	0
1000	^9[0-9]_.*	7000	1000	0	failure	8	1	0
900	^9[0-9]_.*	7000	900	0	failure	8	1	0
800	^9[0-9]_.*	7000	0	0	failure	9	0	0
700	^9[0-9]_.*	6300	0	0	failure	9	0	0
600	^9[0-9]_.*	5400	0	0	failure	9	0	0
500	^9[0-9]_.*	4500	0	0	failure	9	0	0
