500	^5[0-4]_.*	14000	3000	3000	success	28	6	6
1000	^5[5-9]_.*	14000	3000	3000	success	15	3	4
900	^5[5-9]_.*	14000	3000	3000	success	16	4	4
800	^5[5-9]_.*	14000	3000	3000	success	18	4	4
700	^5[5-9]_.*	14000	3000	3000	success	20	5	5
600	^5[5-9]_.*	14000	3000	3000	success	24	5	6
500	^5[5-9]_.*	14000	3000	3000	success	28	7	6
1000	^6[0-4]_.*	14000	3000	3000	success	14	3	3
900	^6[0-4]_.*	14000	3000	3000	success	16	4	4
800	^6[0-4]_.*	14000	3000	3000	success	18	4	4
700	^6[0-4]_.*	14000	3000	3000	success	20	5	5
600	^6[0-4]_.*	14000	3000	3000	success	24	5	5
500	^6[0-4]_.*	14000	3000	1500	failure	28	6	3
1000	^6[5-9]_.*	14000	3000	3000	success	15	3	3
900	^6[5-9]_.*	14000	3000	3000	success	16	4	4
800	^6[5-9]_.*	14000	3000	3000	success	18	4	4
700	^6[5-9]_.*	14000	3000	2100	failure	20	5	3
600	^6[5-9]_.*	14000	2400	0	failure	24	4	0
500	^6[5-9]_.*	14000	0	0	failure	28	0	0
1000	^7[0-4]_.*	14000	3000	3000	success	15	3	3
900	^7[0-4]_.*	14000	3000	3000	success	16	4	4
800	^7[0-4]_.*	14000	3000	3000	success	18	4	5
700	^7[0-4]_.*	14000	3000	1400	failure	20	5	2
600	^7[0-4]_.*	14000	1800	0	failure	24	3	0
500	^7[0-4]_.*	13387	0	0	failure	27	0	0
1000	^7[5-9]_.*	13276	0	0	failure	14	0	0
900	^7[5-9]_.*	11976	0	0	failure	14	0	0
800	^7[5-9]_.*	10676	0	0	failure	14	0	0
700	^7[5-9]_.*	9376	0	0	failure	14	0	0
600	^7[5-9]_.*	8076	0	0	failure	14	0	0
500	^7[5-9]_.*	6776	0	0	failure	14	0	0
1000	^8[0-4]_.*	14000	2000	0	failure	15	2	0
900	^8[0-4]_.*	14000	900	0	failure	16	1	0
800	^8[0-4]_.*	13600	0	0	failure	17	0	0
700	^8[0-4]_.*	11900	0	0	failure	17	0	0
600	^8[0-4]_.*	10200	0	0	failure	17	0	0
500	^8[0-4]_.*	8500	0	0	failure	17	0	0
1000	^8[5-9]_.*	14000	0	0	failure	15	0	0
900	^8[5-9]_.*	13200	0	0	failure	15	0	0
800	^8[5-9]_.*	11800	0	0	failure	15	0	0
700	^8[5-9]_.*	10400	0	0	failure	15	0	0
600	^8[5-9]_.*	9000	600	600	failure	15	1	1
500	^8[5-9]_.*	7500	0	0	failure	15	0	0
1000	^9[0-9]_.*	8925	0	0	failure	9	0	0
900	^9[0-9]_.*	8100	0	0	failure	9	0	0
800	^9[0-9]_.*	7200	0	0	failure	9	0	0
700	^9[0-9]_.*	6300	0	0	failure	9	0	0
600	^9[0-9]_.*	5400	0	0	failure	9	0	0
500	^9[0-9]_.*	4500	0	0	failure	9	0	0
