# BLASTP 2.12.0+
# Query: AaCas12b
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 10 hits found
GeoCas9	35749|A0A7C0YS50|83	25.758	3.6
GeoCas9	665099|A0A2V3A5I5|30	28.571	3.8
GeoCas9	1932|A0A5P1YGP3|28	38.889	4.2
GeoCas9	520764|A0A140L0U7|70	28.000	4.4
GeoCas9	665126|A0A0P6WAP3|26	28.261	4.5
GeoCas9	254056|A0A177F8A0|23	20.714	4.5
GeoCas9	520764|A0A140L760|70	38.462	4.7
GeoCas9	1750597|A0A3N1YB29|65	45.714	6.4
GeoCas9	274|A0A3P4ATD3|70	40.000	7.8
GeoCas9	246264|A0A497XR35|75	36.264	8.4
GeoCas9	1104324|G7VEM7|90	26.471	9.2
# BLASTP 2.12.0+
# Query: ThermoCas9 f
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 45 hits found
ThermoCas9	237019|A0A2W7QN93|25	26.558	2.38e-25
ThermoCas9	237019|A0A2W7QN93|25	24.312	0.11
ThermoCas9	1653476|A0A0U5ALQ1|75	40.845	4.23e-04
ThermoCas9	1741|A0A117LBU0|70	50.000	0.010
ThermoCas9	310769|A0A1G8DFI8|75	25.789	0.014
ThermoCas9	999894|A0A179D5P7|70	37.500	0.016
ThermoCas9	1295609|A0A7V6CEL2|80	50.000	0.017
ThermoCas9	310769|A0A1G8AUA1|75	32.812	0.019
ThermoCas9	240167|A0A420W732|75	35.593	0.021
ThermoCas9	501497|A0A7V5NZV0|70	50.000	0.054
ThermoCas9	60450|A0A7Y4NZX6|27	42.857	0.054
ThermoCas9	444093|A0A3D8P1Q1|70	48.718	0.073
ThermoCas9	310769|A0A1G8E589|75	25.263	0.11
ThermoCas9	1932|A0A5P1YGP3|28	42.105	0.15
ThermoCas9	693075|A0A7C4TW92|65	34.722	0.16
ThermoCas9	872965|A0A0M9UBD0|65	40.909	0.24
ThermoCas9	240169|A0A238YKU8|70	26.471	0.25
ThermoCas9	520764|A0A140KZE5|70	44.737	0.48
ThermoCas9	444093|A0A3D8P4P0|70	43.590	0.61
ThermoCas9	237019|A0A2W7QM72|25	37.838	0.81
ThermoCas9	520764|A0A140L760|70	42.105	1.0
ThermoCas9	520764|A0A140L0U7|70	31.250	1.2
ThermoCas9	475253|A0A497YAX2|20	24.460	1.2
ThermoCas9	643671|A0A327WY93|25	27.143	1.3
ThermoCas9	447595|A0A1M7MSI8|66	29.730	1.4
ThermoCas9	60450|A0A841S6F8|27	31.034	1.8
ThermoCas9	425513|A0A4R6SU16|22	23.188	1.9
ThermoCas9	240169|A0A238Z493|70	30.508	2.1
ThermoCas9	274|A0A3P4ATD3|70	42.500	2.2
ThermoCas9	262209|A0A176QGV7|28	30.380	2.8
ThermoCas9	276|A0A0A2WVK6|70	42.500	2.8
ThermoCas9	60450|A0A7Y4L0Y3|27	44.444	3.0
ThermoCas9	936138|A0A4R1G8R2|75	28.814	3.1
ThermoCas9	1750597|A0A3N1YB29|65	45.714	3.1
ThermoCas9	381751|A0A1M6T448|75	27.711	4.1
ThermoCas9	1214928|A0A4Y9FEP0|65	42.500	4.4
ThermoCas9	14|A0A7C3MHU7|70	24.762	4.7
ThermoCas9	53376|A0A1X0DWE5|37	44.444	4.7
ThermoCas9	444093|A0A3D8P0Y9|70	21.538	5.5
ThermoCas9	1768010|A0A7W7VF65|28	23.134	6.1
ThermoCas9	328814|A0A5B3G0M4|37	27.586	6.2
ThermoCas9	872965|A0A0N0RFD4|65	23.602	6.7
ThermoCas9	513050|A0A7C3SSD3|75	28.571	6.8
ThermoCas9	1246530|A0A1Z5HYG9|65	31.944	7.8
ThermoCas9	520764|A0A140L9Q1|70	27.174	8.2
# BLASTP 2.12.0+
# Query: IgnaviCas9
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 50 hits found
IgnaviCas9	237019|A0A2W7QN93|25	24.108	8.12e-45
IgnaviCas9	237019|A0A2W7QN93|25	48.352	4.27e-16
IgnaviCas9	310769|A0A1G8E589|75	32.039	1.43e-04
IgnaviCas9	310769|A0A1G8DFI8|75	42.105	2.19e-04
IgnaviCas9	310769|A0A1G8AUA1|75	42.105	2.20e-04
IgnaviCas9	520764|A0A140L0U7|70	43.860	0.001
IgnaviCas9	60450|A0A7Y4NZX6|27	31.765	0.003
IgnaviCas9	1246530|A0A1Z5HYG9|65	42.105	0.003
IgnaviCas9	693075|A0A7C4TW92|65	32.000	0.005
IgnaviCas9	444093|A0A3D8P4P0|70	36.207	0.007
IgnaviCas9	999894|A0A179D5P7|70	34.921	0.010
IgnaviCas9	444093|A0A3D8P1Q1|70	38.333	0.010
IgnaviCas9	520764|A0A140KZE5|70	36.842	0.014
IgnaviCas9	520764|A0A140L760|70	35.088	0.038
IgnaviCas9	1214928|A0A4Y9FEP0|65	33.871	0.046
IgnaviCas9	274|A0A3P4ATD3|70	32.258	0.090
IgnaviCas9	501497|A0A7V5NZV0|70	37.736	0.095
IgnaviCas9	1750597|A0A3N1YB29|65	37.288	0.12
IgnaviCas9	254056|A0A177FGJ0|23	24.691	0.24
IgnaviCas9	1295609|A0A7V6CEL2|80	37.736	0.31
IgnaviCas9	240169|A0A238Z493|70	35.088	0.56
IgnaviCas9	52226|A0A414NVE3|37	28.169	0.66
IgnaviCas9	276|A0A0A2WVK6|70	30.508	0.86
IgnaviCas9	643671|A0A327XD25|25	30.508	1.1
IgnaviCas9	745820|A0A1H0F3I4|30	33.333	1.1
IgnaviCas9	936138|A0A4R1G8R2|75	31.034	1.1
IgnaviCas9	53953|A0A832WN96|95	32.258	1.3
IgnaviCas9	1653476|A0A0U5ALQ1|75	33.333	1.4
IgnaviCas9	240167|A0A420W732|75	32.759	1.5
IgnaviCas9	14|A0A7C3MNK5|70	28.440	1.7
IgnaviCas9	334771|A0A7J3MZA2|92	29.167	1.8
IgnaviCas9	14|A0A7C3ML34|70	29.310	2.1
IgnaviCas9	1932|A0A5P1YQD8|28	34.615	2.2
IgnaviCas9	670079|A0A839QGW6|16	35.849	2.2
IgnaviCas9	220697|A0A367XKZ1|25	33.333	2.4
IgnaviCas9	513050|A0A7C3SRL2|75	29.310	2.4
IgnaviCas9	1741|A0A117LBU0|70	33.962	3.8
IgnaviCas9	475253|A0A497Y0C3|20	27.451	4.0
IgnaviCas9	1246530|A0A1Z5HPE5|65	41.818	4.1
IgnaviCas9	872965|A0A0M9UBD0|65	34.694	4.3
IgnaviCas9	36646|A0A1V6V1F1|24	28.986	5.1
IgnaviCas9	551788|A0A2W4KFK7|70	33.333	6.0
IgnaviCas9	347534|A0A231N3W7|28	55.172	6.5
IgnaviCas9	937334|A0A1I5XQU8|70	33.333	7.0
IgnaviCas9	82977|A0A381C5W0|30	40.816	7.2
IgnaviCas9	29421|A0A1V4HUS3|28	31.169	7.5
IgnaviCas9	74700|A0A2K8NRT2|30	32.692	8.0
IgnaviCas9	1772|A0A8B4R3S2|36	34.615	8.5
IgnaviCas9	520767|A0A161PVM5|65	24.603	8.7
IgnaviCas9	237019|A0A2W7QUU3|25	27.119	8.8
# BLASTP 2.12.0+
# Query: AweCas9
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 77 hits found
AweCas9	747|A0A849CMI9|35	40.351	5.57e-09
AweCas9	444093|A0A3D8P4P0|70	30.000	3.02e-08
AweCas9	444093|A0A3D8P1Q1|70	39.506	4.59e-08
AweCas9	520764|A0A140KZE5|70	42.623	1.86e-07
AweCas9	872965|A0A0M9UBD0|65	43.860	4.05e-07
AweCas9	310769|A0A1G8AUA1|75	41.791	1.16e-06
AweCas9	310769|A0A1G8DFI8|75	41.791	1.18e-06
AweCas9	520764|A0A140L760|70	40.984	1.27e-06
AweCas9	936138|A0A4R1G8R2|75	43.478	3.67e-06
AweCas9	1246530|A0A1Z5HYG9|65	42.373	4.35e-06
AweCas9	310769|A0A1G8E589|75	40.299	7.52e-06
AweCas9	240167|A0A420W732|75	41.304	2.01e-05
AweCas9	93064|A0A1L6J7Z1|30	43.478	2.41e-05
AweCas9	99594|A0A419T3T0|65	40.909	4.30e-05
AweCas9	240169|A0A238Z493|70	36.957	5.68e-05
AweCas9	937334|A0A1I5XQU8|70	32.203	6.61e-05
AweCas9	520764|A0A140L0U7|70	40.678	9.32e-05
AweCas9	551788|A0A2W4KFK7|70	32.203	9.99e-05
AweCas9	53376|A0A1X0DWE5|37	37.313	2.14e-04
AweCas9	501497|A0A7V5NZV0|70	37.931	3.69e-04
AweCas9	220697|A0A367XEF8|25	36.957	4.38e-04
AweCas9	643671|A0A327XD25|25	32.468	4.83e-04
AweCas9	1772|A0A8B4QH43|36	35.088	5.25e-04
AweCas9	500|A0A7C1FQ65|70	38.776	6.22e-04
AweCas9	412593|A0A7C0YE15|70	41.860	8.22e-04
AweCas9	29421|A0A1V4HV14|28	40.000	0.002
AweCas9	276|A0A0A2WVK6|70	43.750	0.002
AweCas9	999894|A0A179D5P7|70	34.483	0.002
AweCas9	1772|A0A8B4R3S2|36	35.593	0.003
AweCas9	1932|A0A5P1YQD8|28	33.333	0.003
AweCas9	665126|A0A0P6W605|26	39.130	0.003
AweCas9	670079|A0A839QUB3|16	41.304	0.003
AweCas9	1214928|A0A4Y9FEP0|65	39.394	0.003
AweCas9	513050|A0A7C3SRL2|75	43.750	0.004
AweCas9	14|A0A7C3ML34|70	43.750	0.004
AweCas9	237019|A0A2W7QUU3|25	43.182	0.005
AweCas9	670079|A0A839QGW6|16	41.860	0.005
AweCas9	1295609|A0A7V6CEL2|80	29.787	0.005
AweCas9	52226|A0A414NUA4|37	34.884	0.006
AweCas9	1295609|A0A7V5XF90|80	32.075	0.009
AweCas9	52226|A0A414NVE3|37	30.769	0.012
AweCas9	274|A0A3P4ATD3|70	39.583	0.014
AweCas9	1741|A0A117LBU0|70	34.043	0.015
AweCas9	1772|A0A8B4QEX8|36	42.000	0.020
AweCas9	1741|A0A101FJT3|70	34.884	0.022
AweCas9	1768010|A0A7W7VC03|28	33.929	0.023
AweCas9	444093|A0A3D8P356|70	31.507	0.024
AweCas9	1653476|A0A0U5ALQ1|75	31.915	0.027
AweCas9	745820|A0A1H0F3I4|30	32.394	0.037
AweCas9	71998|A0A218P8H3|85	29.630	0.058
AweCas9	1750597|A0A3N1YB29|65	35.417	0.071
AweCas9	220697|A0A367X9I4|25	26.744	0.090
AweCas9	693075|A0A7C4TW92|65	34.783	0.11
AweCas9	670079|A0A839QM61|16	37.736	0.11
AweCas9	60450|A0A7Y4NZX6|27	36.957	0.12
AweCas9	999894|A0A179D1I4|70	32.075	0.23
AweCas9	348442|A0A7J9UVA5|28	36.538	0.45
AweCas9	348442|A0A7J9UV71|28	36.538	0.56
AweCas9	1772|A0A653FCR1|36	29.204	0.71
AweCas9	348442|A0A7J9US00|28	36.538	0.74
AweCas9	60450|A0A7Y4L0Y3|27	36.170	0.88
AweCas9	53953|A0A832WN96|95	34.615	0.93
AweCas9	520764|A0A140L9Q1|70	36.842	0.96
AweCas9	1246530|A0A1Z5HYC2|65	41.860	1.1
AweCas9	1932|A0A5P1YGP3|28	34.783	1.6
AweCas9	643671|A0A327WGZ0|25	26.667	1.9
AweCas9	1772|A0A653FMI6|36	42.222	2.1
AweCas9	1772|A0A653FCC6|36	31.818	3.1
AweCas9	619731|A0A1I6USV0|37	24.167	3.2
AweCas9	475253|A0A497XY19|20	29.670	3.3
AweCas9	237019|A0A2W7QN93|25	22.053	3.6
AweCas9	276|A0A0A2WNW0|70	33.333	4.1
AweCas9	444093|A0A3D8P468|70	35.714	4.3
AweCas9	475253|A0A497Y0C3|20	32.000	5.6
AweCas9	348442|A0A7J9UVP7|28	33.962	7.1
AweCas9	347534|A0A231MZL6|28	28.767	7.4
AweCas9	936138|A0A4R1GB96|75	27.273	9.1
# BLASTP 2.12.0+
# Query: WP_018451595.1
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 7 hits found
WP_018451595.1	172049|A0A101END3|81	31.429	0.86
WP_018451595.1	45071|A0A1E5JUQ8|37	24.638	2.1
WP_018451595.1	1741|A0A3B8N6B9|70	31.395	4.2
WP_018451595.1	45071|A0A1E5JMK8|37	29.412	6.7
WP_018451595.1	237019|A0A2W7QKE9|25	26.866	7.0
WP_018451595.1	29344|A0A1H5SKG8|68	30.841	8.6
WP_018451595.1	310769|A0A1G7YEF2|75	27.473	8.7
# BLASTP 2.12.0+
# Query: Cas13bt16
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 7 hits found
Cas13bt16	643671|A0A327WQS2|25	27.206	0.93
Cas13bt16	237019|A0A2W7R246|25	33.043	1.2
Cas13bt16	551788|A0A2W4KKU6|70	31.034	3.1
Cas13bt16	937334|A0A1I5TTY2|70	31.034	3.2
Cas13bt16	72803|A0A2Z2MQ32|83	34.615	3.4
Cas13bt16	36646|A0A1V6UW29|24	40.541	4.4
Cas13bt16	240167|A0A420W7R1|75	20.442	8.4
# BLASTP 2.12.0+
# Query: Cas13bt14
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 10 hits found
Cas13bt14	2283|A0A6G1T804|80	29.524	0.97
Cas13bt14	2283|A0A650CW61|80	34.921	1.2
Cas13bt14	36646|A0A1V6UW29|24	33.962	1.3
Cas13bt14	12915|A0A6A9QDN2|88	33.333	1.5
Cas13bt14	475253|A0A497XWB2|20	25.301	2.4
Cas13bt14	246264|A0A497XQT4|75	30.435	3.0
Cas13bt14	262209|A0A176QAA2|28	30.435	3.3
Cas13bt14	45071|A0A1E5JS24|37	44.118	6.3
Cas13bt14	937334|A0A1I5SGY7|70	29.630	6.9
Cas13bt14	665099|A0A2V2ZYS1|30	33.333	7.1
# BLASTP 2.12.0+
# Query: Cas13bt6
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 9 hits found
Cas13bt6	29421|A0A1V4I0W8|28	29.091	0.20
Cas13bt6	2283|A0A650CW61|80	34.921	0.87
Cas13bt6	12915|A0A6A9QDN2|88	33.333	1.2
Cas13bt6	246264|A0A497XQT4|75	30.435	1.3
Cas13bt6	551788|A0A2W4KBM6|70	25.843	2.0
Cas13bt6	937334|A0A1I5X5M2|70	25.843	2.2
Cas13bt6	254056|A0A177FB24|23	23.077	2.5
Cas13bt6	82977|A0A381CFC5|30	21.622	3.3
Cas13bt6	670079|A0A839QRQ6|16	29.213	4.4
# BLASTP 2.12.0+
# Query: Cas13bt4
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 6 hits found
Cas13bt4	643671|A0A327WKW3|25	24.000	1.7
Cas13bt4	520764|A0A140L9L9|70	27.381	5.0
Cas13bt4	1932|A0A5P1YEC1|28	29.167	7.5
Cas13bt4	1653476|A0A0U5AT37|75	31.868	7.7
Cas13bt4	54262|A0A160VUB8|85	30.556	8.7
Cas13bt4	254056|A0A177EUK2|23	63.636	9.8
# BLASTP 2.12.0+
# Query: Cas13bt12
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 10 hits found
Cas13bt12	93930|A0A101EPB0|75	37.500	1.8
Cas13bt12	551788|A0A2W4K816|70	32.000	1.9
Cas13bt12	2283|A0A650CWJ6|80	28.713	2.5
Cas13bt12	12915|A0A6A9QDA2|88	28.713	2.8
Cas13bt12	475253|A0A497YAJ3|20	34.426	2.9
Cas13bt12	500|A0A7C2B491|70	32.500	3.4
Cas13bt12	425513|A0A4R6SQQ6|22	28.750	3.6
Cas13bt12	643671|A0A327X137|25	29.688	4.6
Cas13bt12	747|A0A849CGD0|35	31.250	5.7
Cas13bt12	520767|A0A161PXL0|65	42.553	9.5
# BLASTP 2.12.0+
# Query: Cas13bt7
# Database: data/003/FASTA/training_v2/training_v2.fasta
# Fields: query acc., subject acc., % identity, evalue
# 2 hits found
