TaxID	true_temperature	perc_0	perc_1	domain
475253	20	95.30315969257045	4.6968403074295475 	 Bacteria
1932	28	98.55120184392493	1.4487981560750742 	 Bacteria
12915	88	1.5350877192982455	98.46491228070175 	 Archaea
1273541	90	2.4864864864864864	97.51351351351352 	 Archaea
680118	70	4.792746113989637	95.20725388601036 	 Archaea
291989	65	10.964725881852953	89.03527411814704 	 Bacteria
1246530	65	13.861950941243585	86.13804905875642 	 Bacteria
53952	85	0.9216589861751152	99.07834101382488 	 Archaea
745820	30	89.3138686131387	10.686131386861314 	 Bacteria
747	35	95.16994633273703	4.83005366726297 	 Bacteria
551788	70	21.05059868675164	78.94940131324836 	 Bacteria
937334	70	20.32690695725063	79.67309304274937 	 Bacteria
133270	65	6.902985074626866	93.09701492537313 	 Bacteria
262209	28	98.96623018607856	1.0337698139214335 	 Bacteria
14	70	1.416893732970027	98.58310626702998 	 Bacteria
310769	75	6.7438349270256674	93.25616507297433 	 Bacteria
513050	75	6.072106261859583	93.92789373814043 	 Bacteria
53953	95	0.6131549609810479	99.38684503901895 	 Archaea
93930	75	1.9363762102351314	98.06362378976486 	 Bacteria
29421	28	95.8478513356562	4.152148664343787 	 Bacteria
334771	92	1.723037651563497	98.2769623484365 	 Archaea
29344	68	7.508532423208192	92.4914675767918 	 Bacteria
872965	65	40.012949174490124	59.98705082550987 	 Bacteria
1295609	80	1.3544018058690745	98.64559819413093 	 Bacteria
1653476	75	2.2298456260720414	97.77015437392797 	 Bacteria
520764	70	7.9133694294044155	92.08663057059559 	 Bacteria
35835	72	3.2123735871505055	96.78762641284949 	 Bacteria
1750597	65	33.12706270627063	66.87293729372938 	 Bacteria
54254	85	2.2878228782287824	97.71217712177122 	 Archaea
35749	83	3.4519956850053934	96.5480043149946 	 Archaea
99594	65	18.150019432568985	81.84998056743102 	 Bacteria
313370	85	6.390977443609022	93.60902255639097 	 Bacteria
379547	70	2.3255813953488373	97.67441860465115 	 Archaea
2151	30	81.70914542728636	18.290854572713645 	 Bacteria
540988	65	3.0871003307607494	96.91289966923925 	 Bacteria
500	70	22.77508090614887	77.22491909385113 	 Bacteria
84156	85	1.0619469026548671	98.93805309734513 	 Archaea
381751	75	2.7567195037904892	97.24328049620951 	 Bacteria
1741	70	2.5957170668397147	97.40428293316029 	 Bacteria
74700	30	85.46511627906976	14.534883720930234 	 Bacteria
240169	70	4.813753581661891	95.1862464183381 	 Bacteria
49899	80	1.6058394160583942	98.3941605839416 	 Archaea
43687	67	2.285970416853429	97.71402958314657 	 Archaea
56636	90	2.180318208603418	97.81968179139659 	 Archaea
660064	65	8.409893992932863	91.59010600706713 	 Archaea
412593	70	5.698234349919743	94.30176565008026 	 Bacteria
57487	70	5.290753098188751	94.70924690181126 	 Bacteria
444093	70	2.547169811320755	97.45283018867924 	 Bacteria
54077	80	1.5672396359959553	98.43276036400404 	 Archaea
28240	78	0.7246376811594203	99.27536231884058 	 Bacteria
693075	65	5.818540433925049	94.18145956607495 	 Bacteria
2280	88	0.6666666666666667	99.33333333333333 	 Archaea
