seq_id               N_mean       N_averaged_per_tok    N_delta                C_mean       C_averaged_per_tok   C_delta
Cas12a__set_1_66     0.31274608   0.34484706729705505   0.03210098729705507    0.12221336   0.18763229431870457  0.06541893431870457
Cas12a__set_1_67     0.135434     0.17655131705610969   0.04111731705610969    0.0842285    0.13762229297671968  0.05339379297671969
Cas12a__set_1_68     0.18177249   0.22315457657432594   0.04138208657432593    0.10622988   0.15971843974819     0.05348855974819
Cas12a__set_1_69     0.47063366   0.4755247555912035    0.004891095591203487   0.20988226   0.26040322250852044  0.05052096250852045
Cas12a__set_1_7      0.24381134   0.2788509192398426    0.03503957923984263    0.44349393   0.4573527013857795   0.013858771385779511
Cas12a__set_1_70     0.06340987   0.0953768519678996    0.03196698196789961    0.0802707    0.1326770642541055   0.0524063642541055
Cas12a__set_1_71     0.7220892    0.6800687862602186    0.04202041373978138    0.6592586    0.6277859807236178   0.03147261927638223
Cas12a__set_1_8      0.53548056   0.5291478743725491    0.006332685627450929   0.65196383   0.6197131051949538   0.032250724805046205
Cas12a__set_1_9      0.4898331    0.49115444945359515   0.0013213494535951331  0.6519642    0.6197133594942662   0.03225084050573379
Cas12a__set_7_4      0.44659737   0.45508288516464257   0.008485515164642576   0.91720235   0.8608290867505992   0.05637326324940084
Cas12a_var__set_2_1  0.10820025   0.15140261516105782   0.043202365161057826   0.98026913   0.9534983460930236   0.026770783906976403
Cas12a_var__set_2_2  0.040574916  0.06596549313884419   0.025390577138844184   0.95327073   0.9119660490540527   0.0413046809459473
Cas12a_var__set_2_3  0.15223734   0.19927860766407007   0.047041267664070074   0.27273512   0.31232662783207044  0.03959150783207044
Cas12a_var__set_2_4  0.06784179   0.10448395811978199   0.03664216811978199    0.21592219   0.28494069758629537  0.06901850758629535
Cas12a_var__set_2_5  0.77934873   0.7258211454207123    0.053527584579287746   0.5696344    0.5486147091945083   0.02101969080549171
Cas12a_var__set_2_6  0.67006737   0.6365504127903222    0.033516957209677845   0.36744204   0.3947307732714284   0.02728873327142839
Cas12a_var__set_2_7  0.4632246    0.46861180614681913   0.005387206146819146   0.919206     0.8638274710772844   0.05537852892271555
Cas12a_var__set_2_8  0.032508332  0.05111274332334802   0.018604411323348016   0.48461667   0.4786800441568183   0.00593662584318172
Cas12a_var__set_2_9  0.5312485    0.5238517717161011    0.0073967282838989235  0.94528013   0.892799199185185    0.052480930814814974
Fn3                  0.10034193   0.15036026854219642   0.05001833854219642    0.30573976   0.34642935759298654  0.040689597592986515
Hk                   0.5562033    0.546948043661408     0.009255256338591922   0.49845585   0.49795029952660746  0.0005055504733925131
Pd                   0.103812024  0.14046956593416282   0.03665754193416282    0.16353354   0.22289612807448753  0.05936258807448752
Pi                   0.11115487   0.1488565050341602    0.0377016350341602     0.2761707    0.3310462267793577   0.0548755267793577
